Own,Round,Rank,Value,Name,Inj,Team,Pos,g,m/g,p/g,3/g,r/g,a/g,s/g,b/g,fg%,fga/g,ft%,fta/g,to/g,pV,3V,rV,aV,sV,bV,fg%V,ft%V,toV
,15,174,-0.370787737,Damian Jones,,GSW,C,9,16.19444444,6,0,2.444444444,1.222222222,0.666666667,1.222222222,0.774193548,3.444444444,0.461538462,1.444444444,0.555555556,-1.589861621,-1.366028484,-1.200235848,-0.870895848,-0.570521616,0.704759321,1.343334181,-1.072929191,1.285289476
,9,103,-0.165400103,Josh Hart,,LAL,G,8,28.95625,11.875,2.125,4.25,1.375,1.75,0.375,0.448717949,9.75,0.533333333,1.875,1.375,-0.595171744,0.606318926,-0.589100176,-0.799631251,1.500071471,-0.578379438,-0.410423353,-1.081975244,0.459689878
,8,91,-0.143765105,Thaddeus Young,,IND,F,8,30.37916667,11.125,0.375,4.75,1.375,1.625,0.625,0.541666667,9,0.533333333,1.875,0.875,-0.72215343,-1.017967176,-0.419862605,-0.799631251,1.261156884,-0.199748329,0.722849644,-1.081975244,0.963445565
,18,210,-0.485881641,Gordon Hayward,,BOS,F,6,24.51388889,10.16666667,1.333333333,5.333333333,1.666666667,1.166666667,0,0.406779661,9.833333333,0.5,1.666666667,1.5,-0.884407808,-0.128477168,-0.222418773,-0.663580658,0.385136732,-1.146326102,-0.956401296,-1.090210653,0.333750957
,30,351,-0.823016246,Luc Mbah a Moute,Out - sore left knee (1g),LAC,F,4,15.25,5,0.5,1.75,0.5,0.25,0.25,0.444444444,4.5,0.4,1.25,0.5,-1.759170537,-0.90194674,-1.435288029,-1.207783031,-1.366903573,-0.767694993,-0.202940169,-1.10668147,1.34126233
,25,290,-0.658118236,Bismack Biyombo,,CHA,C,4,11.1625,2.5,0,3,0.25,0,1.75,0.5,2,0.4,1.25,0.5,-2.182442825,-1.366028484,-1.012194103,-1.324397826,-1.844732747,1.504091663,0.068059333,-1.10668147,1.34126233
,4,45,0.056977043,John Wall,,WAS,G,7,33.90238095,20.85714286,1,3.285714286,7.142857143,2.285714286,1.142857143,0.440677966,16.85714286,0.714285714,7,3.857142857,0.925585121,-0.437864997,-0.915486919,1.890838645,2.52399113,0.584558969,-0.903754009,-1.113977269,-2.04109728
,26,312,-0.711243382,Johnathan Williams,,LAL,F,6,14.20833333,3.833333333,0,3.5,0.666666667,0.166666667,0.5,0.578947368,3.166666667,0.2,0.833333333,0.333333333,-1.956697605,-1.366028484,-0.842956532,-1.130039835,-1.526179964,-0.389063883,0.423747258,-1.123152288,1.509180892
,24,281,-0.631287512,Jaylen Brown,Out - sore right foot (1g),BOS,G,7,29.07619048,10.85714286,1.285714286,4.142857143,1.857142857,0.571428571,0.428571429,0.36,10.71428571,0.619047619,3,1.285714286,-0.767504033,-0.172675429,-0.62536537,-0.574731291,-0.752551778,-0.4972442,-1.70311783,-1.138043928,0.549646251
,13,153,-0.295613601,Bobby Portis,Injured - sprained mcl (18g),CHI,F,4,28.2,10.5,0.75,10,2,0.5,1,0.414634146,10.25,0.555555556,2.25,1.25,-0.827971502,-0.669905869,1.357131888,-0.508094266,-0.889074399,0.368198335,-0.891987344,-1.184448049,0.5856288
,23,276,-0.617631261,Miles Plumlee,,ATL,C,4,9.8,6.25,0,3.25,1.5,0.5,0,0.833333333,3,0.555555556,2.25,1,-1.547534393,-1.366028484,-0.927575317,-0.741323854,-0.889074399,-1.146326102,1.406122609,-1.184448049,0.837506643
,32,378,-0.896463025,Dzanan Musa,,BKN,F,3,4.844444444,2,0,0.666666667,0.333333333,0.666666667,0,0.5,2,0,0.666666667,0.333333333,-2.267097283,-1.366028484,-1.801969433,-1.285526228,-0.570521616,-1.146326102,0.068059333,-1.207938309,1.509180892
,34,408,-1.021435394,Alize Johnson,,IND,F,3,2.988888889,0.666666667,0,1.333333333,0,0,0,0.5,0.666666667,0,0.666666667,0,-2.492842503,-1.366028484,-1.576319338,-1.44101262,-1.844732747,-1.146326102,0.037263543,-1.207938309,1.845018016
,22,262,-0.598991083,Omri Casspi,,MEM,F,5,14.62666667,6.6,0.6,2.8,1.4,0.6,0,0.545454545,4.4,0.545454545,2.2,0.4,-1.488276272,-0.809130392,-1.079889131,-0.787969772,-0.697942729,-1.146326102,0.386485042,-1.209883855,1.442013467
,16,192,-0.437889807,Justise Winslow,,MIA,F,3,24.28888889,8,0.333333333,4.333333333,2.666666667,1.666666667,0.666666667,0.347826087,7.666666667,0.636363636,3.666666667,1.333333333,-1.251243791,-1.056640655,-0.560893914,-0.197121481,1.34079508,-0.136643144,-1.335186064,-1.24574381,0.501669519
,20,232,-0.52565021,Antonio Blakeney,,CHI,G,8,17.1875,11.25,1.625,2.25,0.5,0.125,0.25,0.523076923,8.125,0.529411765,2.125,0.375,-0.700989816,0.142237182,-1.266050459,-1.207783031,-1.60581816,-0.767694993,0.456083701,-1.248037565,1.467201251
,35,416,-1.21951576,DeVaughn Akoon-Purcell,,DEN,F,1,2.75,1,0,0,0,0,0,0,2,0.5,2,0,-2.436406198,-1.366028484,-2.027619527,-1.44101262,-1.844732747,-1.146326102,-1.2469071,-1.31162708,1.845018016
,35,413,-1.062653577,Harry Giles,,SAC,F,6,11.62777778,3.666666667,0,2.833333333,0.833333333,0.333333333,0.333333333,0.322580645,5.166666667,0.285714286,1.166666667,1.666666667,-1.984915757,-1.366028484,-1.068606626,-1.052296639,-1.207627181,-0.641484623,-1.064186562,-1.344568716,0.165832394
,29,339,-0.775537035,Tyson Chandler,,PHO,C,7,12.71428571,3.714285714,0,5.571428571,0.857142857,0.285714286,0.142857143,0.666666667,1.714285714,0.555555556,2.571428571,1.142857143,-1.976853428,-1.366028484,-0.141829453,-1.041190468,-1.298642262,-0.929965468,0.43716493,-1.356065125,0.693576447
,19,219,-0.497057785,Harrison Barnes,,DAL,F,4,31.15833333,14.5,1.75,5,1.25,1,0.5,0.366666667,15,0.583333333,3,1.25,-0.150735841,0.258257618,-0.33524382,-0.857938649,0.066583949,-0.389063883,-2.261614578,-1.389393659,0.5856288
,1,2,1.043369117,Anthony Davis,Doubtful - elbow strain (1g),NOR,F,5,36.99,25.2,1,13,5.2,2,3.2,0.494382022,17.8,0.717391304,9.2,1.6,1.660869553,-0.437864997,2.372557312,0.984575101,1.977900645,3.700152097,0.301492804,-1.402360282,0.232999819
,29,348,-0.797492869,Kevin Knox,Injured - ankle (2g),NYK,F,3,18.62777778,9.333333333,1.333333333,2,0,0.666666667,0.333333333,0.35483871,10.33333333,0.4,1.666666667,0.666666667,-1.02549857,-0.128477168,-1.350669244,-1.44101262,-0.570521616,-0.641484623,-1.711916628,-1.481199122,1.173343767
,23,268,-0.602826235,Fred VanVleet,Questionable - toe sprain,TOR,G,4,24.63333333,11.5,1,3,5.25,0.25,0,0.418604651,10.75,0.545454545,2.75,1.25,-0.658662587,-0.437864997,-1.012194103,1.00789806,-1.366903573,-1.146326102,-0.880438923,-1.51657269,0.5856288
,34,403,-0.986850847,Josh Jackson,,PHO,F,7,22.9952381,7.571428571,0.714285714,1.714285714,2.142857143,0.714285714,0.714285714,0.366666667,8.571428571,0.363636364,1.571428571,3.428571429,-1.323804755,-0.703054565,-1.447376427,-0.44145724,-0.479506535,-0.064522933,-1.282980196,-1.529648277,-1.609306691
,27,318,-0.72218073,Michael Carter-Williams,,HOU,G,6,15.15555556,5.833333333,0.333333333,1.666666667,2.166666667,1,0.666666667,0.371428571,5.833333333,0.5,2.333333333,1.333333333,-1.618079774,-1.056640655,-1.463494291,-0.43035107,0.066583949,-0.136643144,-0.829627595,-1.533043508,0.501669519
,1,9,0.657157761,Rudy Gobert,,UTA,C,7,33.97380952,18.28571429,0,13.42857143,1.142857143,1.428571429,2.714285714,0.75,9.142857143,0.680851064,6.714285714,2.142857143,0.490219338,-1.366028484,2.517618087,-0.907916418,0.885719676,2.964525942,3.238674342,-1.594457707,-0.313934926
,28,336,-0.770413603,Chris Boucher,,TOR,F,1,2.283333333,6,0,2,0,0,1,0.5,2,0.666666667,6,0,-1.589861621,-1.366028484,-1.350669244,-1.44101262,-1.844732747,0.368198335,0.068059333,-1.622693394,1.845018016
,16,184,-0.414732149,DeAndre' Bembry,,ATL,F,7,25.0452381,8.285714286,1.142857143,5.428571429,2.714285714,1.571428571,0.571428571,0.392857143,8,0.428571429,2,2,-1.202869815,-0.305270213,-0.190183045,-0.174909139,1.158764918,-0.280883567,-0.920473696,-1.646760054,-0.17000473
,5,53,-0.002792907,Andre Drummond,,DET,C,7,32.35952381,19,0.142857143,16.28571429,1.142857143,0.857142857,1.428571429,0.49122807,16.28571429,0.625,4.571428571,3.142857143,0.611154278,-1.2334337,3.48468992,-0.907916418,-0.206461293,1.017280237,0.210161881,-1.679164769,-1.321446299
,12,140,-0.268210728,Aaron Gordon,,ORL,F,7,32.48809524,15.42857143,1.428571429,8.571428571,2.428571429,0.857142857,1.142857143,0.428571429,13,0.625,4.571428571,2.571428571,0.00647958,-0.040080645,0.873595971,-0.30818319,-0.206461293,0.584558969,-0.898915657,-1.679164769,-0.745725514
,8,85,-0.121043897,Jarrett Allen,,BKN,C,8,26.4,11.125,0.25,7.375,1.875,0.5,2,0.616666667,7.5,0.541666667,3,1.625,-0.72215343,-1.133987612,0.468634641,-0.566401663,-0.889074399,1.882722772,1.345687597,-1.682635011,0.207812035
,15,169,-0.35302742,Marvin Bagley III,,SAC,F,8,23.21875,12.375,0.625,7.125,1.25,0.875,1.25,0.534246575,9.125,0.551724138,3.625,2.5,-0.510517286,-0.785926304,0.384015856,-0.857938649,-0.172330638,0.746829444,0.643551347,-1.951170136,-0.673760416
,21,246,-0.555133322,Jerami Grant,,OKC,F,6,29.62222222,9,0.666666667,4.666666667,1.333333333,0.833333333,1.333333333,0.387755102,8.166666667,0.545454545,3.666666667,1.333333333,-1.081934875,-0.747252826,-0.448068867,-0.81906705,-0.251968833,0.873039814,-0.994896034,-2.027720749,0.501669519
,5,49,0.027465395,Victor Oladipo,,IND,G,8,32.79375,22,2.375,5.875,4.375,1.5,0.375,0.479452055,18.25,0.548387097,3.875,2.375,1.119081024,0.838359797,-0.039078071,0.59974628,1.022242297,-0.578379438,-0.049729386,-2.117232457,-0.547821495
,24,285,-0.647448826,Shaq Harrison,,CHI,G,3,12.12777778,7.666666667,0.666666667,2.666666667,2.333333333,1,0,0.5,5.333333333,0.5,3.333333333,1,-1.307680096,-0.747252826,-1.12501915,-0.352607873,0.066583949,-1.146326102,0.145048809,-2.19729279,0.837506643
,12,135,-0.261218653,Ben Simmons,,PHI,G,7,30.7,13.71428571,0,10.42857143,8,1,0.714285714,0.4625,11.42857143,0.594594595,5.285714286,3.714285714,-0.283764275,-1.366028484,1.502192663,2.290660797,0.066583949,-0.064522933,-0.277727479,-2.321195029,-1.897167084
,28,331,-0.762631294,Alex Poythress,Playing - left knee injury,ATL,F,4,18.1,5.25,0.5,3.75,1.5,0.5,0.25,0.571428571,3.5,0.333333333,2.25,1,-1.716843308,-0.90194674,-0.758337747,-0.741323854,-0.889074399,-0.767694993,0.431446205,-2.357413457,0.837506643
,13,156,-0.314667658,De'Aaron Fox,Starting - low back strain,SAC,G,8,32.41041667,17.5,0.5,3.875,6.875,1.5,0.5,0.481132075,13.25,0.62962963,6.75,3.375,0.357190905,-0.90194674,-0.716028354,1.765894222,1.022242297,-0.389063883,-0.000842795,-2.414121708,-1.555332868
,7,84,-0.114627758,Willie Cauley-Stein,,SAC,C,8,30.21666667,17.375,0,9,2.625,1,0.375,0.555555556,13.5,0.542857143,4.375,1,0.336027291,-1.366028484,1.018656746,-0.21655728,0.066583949,-0.578379438,1.319897848,-2.449357098,0.837506643
,20,239,-0.535025587,Mason Plumlee,,DEN,C,7,16.72857143,7.571428571,0,4.428571429,1.285714286,1.142857143,0.714285714,0.685714286,5,0.3125,2.285714286,1.714285714,-1.323804755,-1.366028484,-0.528658186,-0.841279392,0.339629192,-0.064522933,1.35839012,-2.506811511,0.117855662
,7,82,-0.109903563,Clint Capela,,HOU,C,6,32.59166667,14.66666667,0,11.16666667,1.666666667,0.5,1.833333333,0.594202899,11.5,0.375,2.666666667,2.333333333,-0.122517688,-1.366028484,1.752019553,-0.663580658,-0.889074399,1.630302033,1.712026307,-2.536436874,-0.505841854
,6,71,-0.064117362,Hassan Whiteside,Questionable - migraine,MIA,C,7,29.53571429,13,0,15.57142857,0,0.428571429,3,0.5,10,0.552631579,5.428571429,2.142857143,-0.404699214,-1.366028484,3.242921961,-1.44101262,-1.02559702,3.39724721,0.252834074,-2.918787244,-0.313934926
,9,98,-0.151786327,Russell Westbrook,,OKC,G,4,32.97083333,25,0.5,10,7.75,1.75,0.25,0.481481481,20.25,0.606060606,8.25,4.75,1.62700777,-0.90194674,1.357131888,2.174046002,1.500071471,-0.767694993,-0.003535701,-3.410495632,-2.940661006
,7,77,-0.105299824,Steven Adams,,OKC,C,5,34.62666667,14.8,0,11.8,1.6,1.6,1,0.545454545,11,0.5,5.6,1.4,-0.099943166,-1.366028484,1.966387142,-0.694677937,1.213373967,0.368198335,0.933414134,-3.702924498,0.434502094
